timestamp,count
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:10,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:11,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:12,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:13,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:14,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
